"report_id","doc_kind","period","period_type","published_at","title","category","url","filename","sha256","bytes","local_path"
"conference_undated_34","conference","","","2005-03-01","CLSA Investors‘ Forum 2004","프리젠테이션","https://corp.kt.com/data/attach/144/2_34_1.pdf","2_34_1.pdf","ff43f32d14dbe5952e9b499fe2e66764828f8a6a605fcf829131666e9a658758","895482","raw/undated/2_34_1.pdf"
"conference_undated_35","conference","","","2005-03-01","UBS Korea Conference","프리젠테이션","https://corp.kt.com/data/attach/144/2_35_1.pdf","2_35_1.pdf","ec9bda32823344741dba6b7e9c994a13fca9dff9d3b2b79802a96934ee969824","5834077","raw/undated/2_35_1.pdf"
"conference_undated_4","conference","","","2005-03-01","Road Show (2000.4.20~4.29) 프레젠테이션","프리젠테이션","https://corp.kt.com/data/attach/144/20010118125010.pdf","20010118125010.pdf","a211858f609b5213c993e817bcf5de962343108e443a9b97ebe17430241379dd","2232437","raw/undated/20010118125010.pdf"
"conference_undated_5","conference","","","2005-03-01","증권거래소 공기업 합동IR 참여 (2000.5.19) 프레젠테이션","프리젠테이션","https://corp.kt.com/data/attach/144/20010118131705.pdf","20010118131705.pdf","8579e4377fb676b76af31ec4a75a028eaf124e5d3de95ddefc820b6c29bc44a7","2589609","raw/undated/20010118131705.pdf"
"conference_undated_6","conference","","","2005-03-01","2000년 상반기 실적 기업설명회(2000.8.17)프레젠테이션","프리젠테이션","https://corp.kt.com/data/attach/144/20010118132332.pdf","20010118132332.pdf","b301b7f5e86216cae81a6705659d43f21f27a3b489a582ff8d95334bac1a9dd4","2282512","raw/undated/20010118132332.pdf"
"conference_undated_7","conference","","","2005-03-01","UBS워버그 컨퍼런스 (2000.9.20) 프레젠테이션","프리젠테이션","https://corp.kt.com/data/attach/144/20010118132746.pdf","20010118132746.pdf","fe9a2d7e8ad52ec8f291f497f7c58b50a63b5227acb970c21c77edbc8ad36c18","1937676","raw/undated/20010118132746.pdf"
"conference_undated_8","conference","","","2005-03-01","Non-Deal Roadshow (2000.11.7~11.18) 프레젠테이션","프리젠테이션","https://corp.kt.com/data/attach/144/20010118132833.pdf","20010118132833.pdf","cdfa68683c7c2ad84c111a06db67ac7590e995b899a4d30644eec3ae007769f0","1934532","raw/undated/20010118132833.pdf"
"conference_undated_9","conference","","","2005-03-01","2000년 연도말 기업설명회(2000.12.14)프레젠테이션","프리젠테이션","https://corp.kt.com/data/attach/144/20010118132928.pdf","20010118132928.pdf","5e149014e4c8f1b8718312de339cf0936099bbf09ecdc663d8e0d05bf1de74f3","2110298","raw/undated/20010118132928.pdf"
"conference_undated_36","conference","","","2005-06-10","해외 주요 주주방문(2005.2)","프리젠테이션","https://corp.kt.com/data/attach/144/ndr.pdf","ndr.pdf","4a65510d7a79f639563a7cd179eff53f40d8a22e6db7749efd8006cd111092e5","1149342","raw/undated/ndr.pdf"
"conference_undated_38","conference","","","2005-06-10","Overseas NDR - US (2005.06)","프리젠테이션","https://corp.kt.com/data/attach/144/overseas.ppt","overseas.ppt","bbf81174d49f61f0352eabf7c37de91f56b0902c302e543fbc8c03cbca3acd7d","1360384","raw/undated/overseas.ppt"
"conference_undated_39","conference","","","2005-09-05","한•영 IT협력위원회","프리젠테이션","https://corp.kt.com/data/attach/144/Conference%20Presentation.ppt","Conference Presentation.ppt","f0cf7b617f1078a470655cee84ef4435bb524d4d91ca8d5775e1db0434e438b6","1794048","raw/undated/Conference Presentation.ppt"
"conference_undated_40","conference","","","2005-10-07","Lehman Brothers Korea Conference","프리젠테이션","https://corp.kt.com/data/attach/144/PT_Final2.ppt","PT_Final2.ppt","54a69bb11bec4fa33200fc5423de9a30e4e0c7a3d4b2b6d76f1baf687541908b","3138560","raw/undated/PT_Final2.ppt"
"conference_undated_41","conference","","","2005-11-14","모건스탠리 증권사 주최 CEO 컨퍼런스","프리젠테이션","https://corp.kt.com/data/attach/144/KT%20Investor%20Presentation.pdf","KT Investor Presentation.pdf","eca8d68949095fdb19400b1aae48b253a919fec21628a823c97685913232a226","5023943","raw/undated/KT Investor Presentation.pdf"
"conference_undated_42","conference","","","2006-02-09","2006 CEO 컨퍼런스","프리젠테이션","https://corp.kt.com/data/attach/144/KT_CEO_Conference_2006.pdf","KT_CEO_Conference_2006.pdf","f3b288c5a065894bb40c67e39ab37701749ea799d5885c5183491bd9ba0f4011","5349334","raw/undated/KT_CEO_Conference_2006.pdf"
"conference_undated_44","conference","","","2006-09-11","CLSA Investors‘ Forum 2006","프리젠테이션","https://corp.kt.com/data/attach/144/Presentation.ppt","Presentation.ppt","f048c36682e5e4cb950895f98ac71c6bd6b9b819f5e257ce72de90f6fdd9f4c9","3613184","raw/undated/Presentation.ppt"
"conference_undated_43","conference","","","2006-10-19","Lehman Brothers Conference (2006.5)","프리젠테이션","https://corp.kt.com/data/attach/144/KT%20Presentation.ppt","KT Presentation.ppt","765380c3808988c4decd9ecf450d391b1d94a1561b56cf91cab900a4b3e098b8","2259968","raw/undated/KT Presentation.ppt"
"conference_undated_45","conference","","","2006-11-13","Morgan Stanley Asia-Pacific Summit Conference","프리젠테이션","https://corp.kt.com/data/attach/144/Morgan%20Stanley%20Asia-Pacific%20Summit%20Conference.ppt","Morgan Stanley Asia-Pacific Summit Conference.ppt","011c2d2e5cc435484ce853ac387a1a97f8b3bd60428423ffb6a972d0dda4693a","4366848","raw/undated/Morgan Stanley Asia-Pacific Summit Conference.ppt"
"conference_undated_46","conference","","","2007-01-26","KT CEO Analysts Day","프리젠테이션","https://corp.kt.com/data/attach/144/CEO_Conference_PT_Final200701.pdf","CEO_Conference_PT_Final200701.pdf","8298dbfd33bff55edf5475d5ab293fc73220376ce969cef8d07fcf08cff05209","3960635","raw/undated/CEO_Conference_PT_Final200701.pdf"
"conference_undated_48","conference","","","2007-07-09","삼성, Lehman Brothers, Merrill Lynch, 현대증권, Korea IT IR 2007 컨퍼런스","프리젠테이션","https://corp.kt.com/data/attach/144/2007conference_KOR.pdf","2007conference_KOR.pdf","1cf4d704bc8adb1bbc8b563dcb259459d59e24915e02f60263a3b37218661281","10566106","raw/undated/2007conference_KOR.pdf"
"conference_undated_50","conference","","","2007-09-10","2007년 9월 CEO Conference","프리젠테이션","https://corp.kt.com/data/attach/144/2007_09_CEO_Conference.pdf","2007_09_CEO_Conference.pdf","3fd21186081c8ba5d0df894500013abfaf74446c91972828cf2909f0e28a2949","830180","raw/undated/2007_09_CEO_Conference.pdf"
"conference_undated_52","conference","","","2008-01-16","2008년 CEO Conference Day","프리젠테이션","https://corp.kt.com/data/attach/144/CEO_PT.pdf","CEO_PT.pdf","2c3f22a6fb3b7b391a53f8419cf18dbc8542127e2502de4c9ef57be53aa0115c","1469613","raw/undated/CEO_PT.pdf"
"conference_undated_54","conference","","","2009-01-21","2009년 CEO Conference Day","프리젠테이션","https://corp.kt.com/data/attach/144/KT-IR-PT.pdf","KT-IR-PT.pdf","ca6e834e349a216d6b649ff836a0a53e5726e198f680ad390333fff30ed4e530","648280","raw/undated/KT-IR-PT.pdf"
"conference_undated_56","conference","","","2009-06-11","2009년 6월 Merrill Lynch GEM 컨퍼런스","프리젠테이션","https://corp.kt.com/data/attach/144/2009%20June_Merrill%20Lynch%20GEM_conference.pdf","2009 June_Merrill Lynch GEM_conference.pdf","40c07649b76d4f7c0947212ba144678e5d6118156155e585907a4efa14e59931","4126354","raw/undated/2009 June_Merrill Lynch GEM_conference.pdf"
"factsheet_2001-11_301","factsheet","2001-11","month","2002-09-28","IR Fact sheet 2001.11월호","가입자 현황","https://corp.kt.com/data/attach/document/20020928170636.pdf","20020928170636.pdf","b7910292d09e4fcf3b041014f70e5741df04aaf2931bd3631c62f1955ecb7f4f","39654","raw/2001-11/20020928170636.pdf"
"factsheet_2001-12_302","factsheet","2001-12","month","2002-09-28","IR Fact sheet 2001.12월호","가입자 현황","https://corp.kt.com/data/attach/document/20020928172311.pdf","20020928172311.pdf","ba4540991483926cd8ae5c4d808950c80189dcf66334222982424add5dcace19","34816","raw/2001-12/20020928172311.pdf"
"factsheet_2002-01_303","factsheet","2002-01","month","2002-09-28","IR Fact sheet 2002.1월호","가입자 현황","https://corp.kt.com/data/attach/document/20020928170716.pdf","20020928170716.pdf","2dc4a8ba33be26fa4c37de25a7a2b0442450f09d39073598a29e2301687be77d","51335","raw/2002-01/20020928170716.pdf"
"factsheet_2002-03_305","factsheet","2002-03","month","2002-09-28","IR Fact sheet 2002.3월호","가입자 현황","https://corp.kt.com/data/attach/document/20020928172253.pdf","20020928172253.pdf","c54b3fc4c8fe2235a35dff85332c739fe49763879c47858887ad71daeaeb5c19","57262","raw/2002-03/20020928172253.pdf"
"factsheet_2002-04_306","factsheet","2002-04","month","2002-09-28","IR Fact sheet 2002.4월호","가입자 현황","https://corp.kt.com/data/attach/document/20020928170814.pdf","20020928170814.pdf","2207195fd7ccdbfa4e9bcefbce9ba3d027e1f873eb2cf203c6d2b0b4e080804c","40570","raw/2002-04/20020928170814.pdf"
"factsheet_2002-05_307","factsheet","2002-05","month","2002-09-28","IR Fact sheet 2002.5월호","가입자 현황","https://corp.kt.com/data/attach/document/20020928170826.pdf","20020928170826.pdf","1d8ae7d6a3cb18e03d0b9fbc434164ff1812adc9ea266aaab5fb48ac849112a4","24834","raw/2002-05/20020928170826.pdf"
"factsheet_2002-06_308","factsheet","2002-06","month","2002-09-28","IR Fact sheet 2002.6월호","가입자 현황","https://corp.kt.com/data/attach/document/20020928172240.pdf","20020928172240.pdf","e05fe6981eb6a184ec6f73e144a2cfbe7886cbf3d69a96b1ef266673cf9611b7","27648","raw/2002-06/20020928172240.pdf"
"factsheet_2002-07_309","factsheet","2002-07","month","2002-09-30","IR Fact sheet 2002.7월호","가입자 현황","https://corp.kt.com/data/attach/document/20020930154140.pdf","20020930154140.pdf","651a476a3b7c89424d6e720899cdbb04aee2ecf358616e6bd2c5ea504d3b4c7f","22528","raw/2002-07/20020930154140.pdf"
"factsheet_2002-08_310","factsheet","2002-08","month","2002-09-30","IR Fact sheet 2002.8월호","가입자 현황","https://corp.kt.com/data/attach/document/20020930154205.pdf","20020930154205.pdf","98fe7b8fe101316502288cdba5856021ff3d06c8299e8e011f9ec704390569b3","21504","raw/2002-08/20020930154205.pdf"
"factsheet_2002-09_311","factsheet","2002-09","month","2002-10-07","IR Fact sheet 2002.9월호","가입자 현황","https://corp.kt.com/data/attach/document/20021007184722.PDF","20021007184722.PDF","100493cfc8902a894ccac59e063d8ad7b3f21c0930676dc3d5145ed49a7b01d0","21395","raw/2002-09/20021007184722.PDF"
"factsheet_2002-10_312","factsheet","2002-10","month","2002-11-14","IR Fact sheet 2002.10월호","가입자 현황","https://corp.kt.com/data/attach/document/20021114114747.pdf","20021114114747.pdf","033d0b7810c35b45e9a9edb3b11a9c330e85ccacafdc26e0ea08946ea0885c68","52989","raw/2002-10/20021114114747.pdf"
"factsheet_2002-11_313","factsheet","2002-11","month","2002-12-12","IR Fact sheet 2002.11월호","가입자 현황","https://corp.kt.com/data/attach/document/20021213131430.xls","20021213131430.xls","5e09461d21c341fcc106c7d06856be5322f88aa4f1e33a9b1b141aa808d5d1d1","36864","raw/2002-11/20021213131430.xls"
"factsheet_2002-12_314","factsheet","2002-12","month","2003-01-14","IR Fact sheet 2002.12월호","가입자 현황","https://corp.kt.com/data/attach/document/20030115132921.xls","20030115132921.xls","c2d7adca120e1ce9ab29dc814e2176a23eaad8ffaf82fd8b8e0a333c2efaf333","44032","raw/2002-12/20030115132921.xls"
"factsheet_2003-01_315","factsheet","2003-01","month","2003-02-10","IR Fact sheet 2003.1월호","가입자 현황","https://corp.kt.com/data/attach/document/20030210153405.xls","20030210153405.xls","57c93a401a9b7d61366db6b34b7f8ac24e1a6cb52bd941e75f721affa6562f69","43008","raw/2003-01/20030210153405.xls"
"factsheet_2003-02_316","factsheet","2003-02","month","2003-03-10","IR Fact sheet 2003.2월호","가입자 현황","https://corp.kt.com/data/attach/document/20030311111216.xls","20030311111216.xls","ee4b4a7ca39d271e7998eefb53c581dcd504df2dacd60f7ffac8d64cc2bd0de7","45568","raw/2003-02/20030311111216.xls"
"factsheet_2003-03_317","factsheet","2003-03","month","2003-04-08","IR Fact sheet 2003.3월호","가입자 현황","https://corp.kt.com/data/attach/document/20030408112207.xls","20030408112207.xls","811fdba2e48da52e0a8bab0302a368f6b689d0fa6707382b48a51ac3b9cb238f","65536","raw/2003-03/20030408112207.xls"
"factsheet_2003-04_318","factsheet","2003-04","month","2003-05-15","IR Fact sheet 2003.4월호","가입자 현황","https://corp.kt.com/data/attach/document/20030515174742.xls","20030515174742.xls","053744b9a88e08f8cc26222d74810224aabd656f0fb90ee219c3b931b0c8a35c","46080","raw/2003-04/20030515174742.xls"
"factsheet_2003-05_319","factsheet","2003-05","month","2003-06-05","IR Fact sheet 2003.5월호","가입자 현황","https://corp.kt.com/data/attach/document/20030605172017.xls","20030605172017.xls","1ee71a0673865dd270fb9f78ae092e53a7ee160925bb9b717dad8b836b02088a","46080","raw/2003-05/20030605172017.xls"
"factsheet_2003-06_320","factsheet","2003-06","month","2003-07-07","IR Fact sheet 2003.6월호","가입자 현황","https://corp.kt.com/data/attach/document/3_20_1.xls","3_20_1.xls","7abed0f34f836398ee4085d3471d176eb12a25a763cf6f25702e79a1e74de45c","47104","raw/2003-06/3_20_1.xls"
"factsheet_2003-07_321","factsheet","2003-07","month","2003-08-14","IR Fact sheet 2003.7월호","가입자 현황","https://corp.kt.com/data/attach/document/3_21_1.xls","3_21_1.xls","f4fc0067e3d4133f428407860657b285c1e7214b7e4f78c1c87a00a816f51fa8","47616","raw/2003-07/3_21_1.xls"
"factsheet_2003-08_322","factsheet","2003-08","month","2003-09-24","IR Fact sheet 2003.8월호","가입자 현황","https://corp.kt.com/data/attach/document/3_22_1.xls","3_22_1.xls","fd6d449ccbde2d7d00d562f266549115798117110f318327fc8a53e14e73c7d7","47104","raw/2003-08/3_22_1.xls"
"factsheet_2003-09_323","factsheet","2003-09","month","2003-10-06","IR Fact sheet 2003.9월호","가입자 현황","https://corp.kt.com/data/attach/document/3_23_1.xls","3_23_1.xls","08522bc6ac4c04a3a5cefd65bfec78ab29cf4f86009ce937922fd0a754780615","564224","raw/2003-09/3_23_1.xls"
"factsheet_2003-10_324","factsheet","2003-10","month","2003-11-11","IR Fact sheet 2003.10월호","가입자 현황","https://corp.kt.com/data/attach/document/3_24_1.xls","3_24_1.xls","60397505270116f14eeb1b9c13d1cce3e21a6818612d7a3b09f2008668f056df","473600","raw/2003-10/3_24_1.xls"
"factsheet_2003-11_325","factsheet","2003-11","month","2003-12-09","IR Fact sheet 2003.11월호","가입자 현황","https://corp.kt.com/data/attach/document/3_25_1.xls","3_25_1.xls","8db5501b5072f998cdae1a159b56e0a987e2cf1ca39d4a0686201ff0afe1adb2","559616","raw/2003-11/3_25_1.xls"
"factsheet_2003-12_326","factsheet","2003-12","month","2004-01-12","IR Fact sheet 2003.12월호","가입자 현황","https://corp.kt.com/data/attach/document/3_26_1.xls","3_26_1.xls","047a832aa054418b7b7128ae8fc415308bef3cafeea5c4c7c37345170a302101","117760","raw/2003-12/3_26_1.xls"
"factsheet_2004-01_327","factsheet","2004-01","month","2004-02-12","IR Fact sheet 2004.1월호","가입자 현황","https://corp.kt.com/data/attach/document/3_27_1.xls","3_27_1.xls","88ce7087c426ffc33af87f14c4ca40aafee1618ac7cc8fe8b72cbbb3dbde67ac","183808","raw/2004-01/3_27_1.xls"
"factsheet_2004-02_328","factsheet","2004-02","month","2004-04-09","IR Fact sheet 2004.2월호","가입자 현황","https://corp.kt.com/data/attach/document/3_28_1.xls","3_28_1.xls","982bedd5fd1545970640fcc481cf0e605d531c388d82cbdffd0bc9df766ffec1","51712","raw/2004-02/3_28_1.xls"
"factsheet_2004-03_329","factsheet","2004-03","month","2004-04-09","IR Fact sheet 2004.3월호","가입자 현황","https://corp.kt.com/data/attach/document/3_29_1.xls","3_29_1.xls","9334bad2afcf6d0b030a89f58666e7a42241191581107eec26016e0befba071b","51712","raw/2004-03/3_29_1.xls"
"factsheet_2004-04_330","factsheet","2004-04","month","2004-05-10","IR Fact sheet 2004.4월호","가입자 현황","https://corp.kt.com/data/attach/document/3_30_1.xls","3_30_1.xls","a80b48f52df2a4d86d85284ab80eaa19194255a68bcd85bb713e79298f1738ca","192000","raw/2004-04/3_30_1.xls"
"factsheet_2004-05_331","factsheet","2004-05","month","2004-06-10","IR Fact sheet 2004.5월호","가입자 현황","https://corp.kt.com/data/attach/document/3_31_1.xls","3_31_1.xls","18b2df6f47cf58f8c4835581fc17bb08252a02cd938be12597def08ef0410021","53760","raw/2004-05/3_31_1.xls"
"factsheet_2004-06_332","factsheet","2004-06","month","2004-07-09","IR Fact sheet 2004.6월호","가입자 현황","https://corp.kt.com/data/attach/document/3_32_1.xls","3_32_1.xls","77bec529f24e52a59805d92b7c0a1a099b8690a1fbf9a4cc9797e9c5ba8b6819","53760","raw/2004-06/3_32_1.xls"
"factsheet_2004-07_333","factsheet","2004-07","month","2004-08-10","IR Fact sheet 2004.7월호","가입자 현황","https://corp.kt.com/data/attach/document/3_33_1.xls","3_33_1.xls","a911a15adb78fb8709f46365fa4620dec2fc1f333faf9c5587ff66d98ee77b04","53248","raw/2004-07/3_33_1.xls"
"factsheet_2004-08_334","factsheet","2004-08","month","2004-09-10","IR Fact sheet 2004.8월호","가입자 현황","https://corp.kt.com/data/attach/document/3_34_1.xls","3_34_1.xls","73a2e82e36c60036fcb8d7e1d6ec42ff1192d0543c3c67a7ad704e9e5553493a","54272","raw/2004-08/3_34_1.xls"
"factsheet_2004-09_335","factsheet","2004-09","month","2004-10-08","IR Fact sheet 2004.9월호","가입자 현황","https://corp.kt.com/data/attach/document/3_35_1.xls","3_35_1.xls","a63aca85c01dac33fff7e73a9327390dbdebe9ca0ec9ac10746175ec42b97de4","53760","raw/2004-09/3_35_1.xls"
"factsheet_2004-10_336","factsheet","2004-10","month","2004-11-10","IR Fact sheet 2004.10월호","가입자 현황","https://corp.kt.com/data/attach/document/3_36_1.xls","3_36_1.xls","9fa72ff48a8fe611fb9d2d7b57ab63dbf02d0638d73199bf7b63fe9ebf967c75","98304","raw/2004-10/3_36_1.xls"
"factsheet_2004-11_337","factsheet","2004-11","month","2004-12-15","IR Fact sheet 2004.11월호","가입자 현황","https://corp.kt.com/data/attach/document/3_37_1.xls","3_37_1.xls","d024f9d4a08650ecb4c50853347c784fc39ee0f381a3ddd8bc8140d57a956231","56832","raw/2004-11/3_37_1.xls"
"factsheet_2004-12_338","factsheet","2004-12","month","2005-01-10","IR Fact sheet 2004.12월호","가입자 현황","https://corp.kt.com/data/attach/document/3_38_1.xls","3_38_1.xls","52855dcdbb1b3f2c9730171af75b8f986f1cb4558dc5912199aed9b82ae95fed","57856","raw/2004-12/3_38_1.xls"
"factsheet_2005-01_339","factsheet","2005-01","month","2005-02-15","IR Fact sheet 2005.1월호","가입자 현황","https://corp.kt.com/data/attach/document/3_39_1.xls","3_39_1.xls","41d8dd781643f7c769eaeaedc6e7ff8d4bbb8b89e1f875e8a10ae6afefa6fdc7","70656","raw/2005-01/3_39_1.xls"
"factsheet_2005-02_340","factsheet","2005-02","month","2005-03-10","IR Fact sheet 2005.2월호","가입자 현황","https://corp.kt.com/data/attach/document/3_40_1.xls","3_40_1.xls","1c65059ce88cfdd9eb4d4e720dcb9b7c5a32aeef5d42134d030166ac4d7d842c","80384","raw/2005-02/3_40_1.xls"
"factsheet_2005-03_341","factsheet","2005-03","month","2005-04-11","IR Fact sheet 2005.3월호","가입자 현황","https://corp.kt.com/data/attach/document/3_41_1.xls","3_41_1.xls","3dd58b7317e2be147f34594f9aa6d8e36c72875f26d217595fc5b1234d46cf05","78848","raw/2005-03/3_41_1.xls"
"factsheet_2005-04_342","factsheet","2005-04","month","2005-05-10","IR Fact sheet 2005.4월호","가입자 현황","https://corp.kt.com/data/attach/document/3_42_1.xls","3_42_1.xls","f7ad5cc24ed185134947946e0afd868007e73071f37fcb8243e7d56ba7aaac38","79360","raw/2005-04/3_42_1.xls"
